index,data
1,0.106
2,0.123
3,0.181
4,0.222
5,0.252
6,0.258
7,0.29
8,0.251
9,0.312
10,0.285
11,0.288
12,0.294
13,0.144
14,0.415
15,0.328
16,0.377
17,0.425
18,0.414
19,0.436
20,0.457
21,0.441
22,0.562
23,0.542
24,0.558
25,0.518
26,0.55
27,0.599
28,0.469
29,0.494
30,0.591
31,0.601
32,0.661
33,0.649
34,0.652
35,0.706
36,0.744
37,0.715
38,0.752
39,0.997
40,0.654
41,0.66
42,0.669
43,0.69
44,0.694
45,0.732
46,0.809
47,0.781
48,0.793
49,0.829
50,0.819
51,0.833
52,0.82
53,0.671
54,0.751
55,0.753
56,0.753
57,0.776
58,0.83
59,0.81
60,0.796
61,0.838
62,0.819
63,0.846
64,0.799
65,0.755
66,0.732
67,0.701
68,0.756
69,0.758
70,0.776
71,0.78
72,0.808
73,0.765
74,0.786
75,0.778
76,0.809
77,0.761
78,0.724
79,0.662
80,0.651
81,0.79
82,0.68
83,0.7
84,0.75
85,0.738
86,0.691
87,0.659
88,0.666
89,0.69
90,0.73
91,0.588
92,0.609
93,0.601
94,0.555
95,0.582
96,0.548
97,0.554
98,0.55
99,0.553
100,0.553
101,0.548
102,0.507
103,0.512
104,0.517
105,0.463
106,0.399
107,0.402
108,0.375
109,0.375
110,0.364
111,0.342
112,0.347
113,0.327
114,0.315
115,0.333
116,0.305
117,0.288
118,0.257
119,0.273
120,0.235
121,0.236
122,0.212
123,0.197
124,0.192
125,0.183
126,0.171
127,0.167
128,0.158
129,0.154
130,0.126
131,0.158
132,0.155
133,0.137
134,0.115
135,0.093
136,0.091
137,0.079
138,0.083
139,0.07
140,0.068
141,0.067
142,0.072
143,0.058
