name,stat,syst
treatment,ADD,ADD
type,UNCORR,CORR
1,0.0627,0.0728
2,0.0653,0.0318
3,0.0793,0.0542
4,0.0626,0.0385
5,0.0647,0.0229
6,0.0895,0.0854
7,0.0659,0.0524
8,0.0668,0.0344
9,0.0931,0.0468
10,0.0618,0.1015
11,0.0723,0.0417
12,0.0891,0.0842
13,0.0428,0.0288
14,0.0482,0.0256
15,0.0,0.0
16,0.0362,0.0167
17,0.0461,0.039
18,0.0,0.0
19,0.0336,0.0325
20,0.0197,0.0103
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0554,0.0218
29,0.0579,0.0448
30,0.0554,0.0579
31,0.071,0.0494
32,0.0598,0.0184
33,0.053,0.0463
34,0.0566,0.0342
35,0.0578,0.0284
36,0.0749,0.1158
37,0.0569,0.0326
38,0.0513,0.0728
39,0.0518,0.0196
40,0.0568,0.0539
41,0.0678,0.0885
42,0.0574,0.0299
43,0.0524,0.0262
44,0.0547,0.0294
45,0.0592,0.0431
46,0.0753,0.0431
47,0.0563,0.0266
48,0.0529,0.0198
49,0.0572,0.0352
50,0.061,0.0706
51,0.0864,0.0552
52,0.0562,0.0614
53,0.0523,0.0489
54,0.0558,0.0352
55,0.0628,0.0402
56,0.0363,0.0147
57,0.0344,0.0206
58,0.0388,0.0214
59,0.0452,0.0332
60,0.0302,0.0306
61,0.0286,0.0138
62,0.0337,0.0237
63,0.0,0.0
64,0.0238,0.0183
65,0.0243,0.0199
66,0.0316,0.0362
67,0.0182,0.0139
68,0.0174,0.0129
69,0.0,0.0
70,0.0094,0.0039
71,0.0101,0.0087
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0459,0.0317
78,0.0845,0.3946
79,0.0519,0.0311
80,0.0518,0.0503
81,0.054,0.0246
82,0.0559,0.0481
83,0.0537,0.0434
84,0.0,0.0
85,0.0512,0.028
86,0.0509,0.0193
87,0.0514,0.025
88,0.0526,0.0595
89,0.0543,0.0895
90,0.0,0.0
91,0.0454,0.0231
92,0.0468,0.0569
93,0.0484,0.0369
94,0.0506,0.0404
95,0.052,0.0244
96,0.0464,0.0416
97,0.0486,0.0637
98,0.0501,0.0202
99,0.0526,0.0432
100,0.0593,0.0502
101,0.0465,0.0289
102,0.0474,0.0294
103,0.0502,0.0273
104,0.0513,0.0452
105,0.0603,0.0271
106,0.0443,0.0352
107,0.0445,0.017
108,0.0512,0.0157
109,0.055,0.0638
110,0.0624,0.0225
111,0.0284,0.0262
112,0.0305,0.0137
113,0.0321,0.0146
114,0.0396,0.0161
115,0.0,0.0
116,0.023,0.0317
117,0.0257,0.0203
118,0.0289,0.0295
119,0.0344,0.0331
120,0.0,0.0
121,0.0177,0.012
122,0.0201,0.0138
123,0.0237,0.0164
124,0.0121,0.01
125,0.0143,0.0122
126,0.0174,0.0081
127,0.0077,0.006
128,0.0081,0.0083
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0486,0.0345
135,0.0452,0.0407
136,0.0505,0.0295
137,0.0,0.0
138,0.0502,0.0399
139,0.0522,0.0387
140,0.0529,0.0394
141,0.0525,0.0504
142,0.0538,0.0352
143,0.0619,0.0255
144,0.0655,0.0333
145,0.0491,0.0321
146,0.0494,0.0907
147,0.0502,0.0329
148,0.0501,0.0192
149,0.0514,0.0292
150,0.0633,0.0844
151,0.0636,0.0613
152,0.0443,0.0331
153,0.0452,0.0176
154,0.045,0.028
155,0.048,0.0611
156,0.0487,0.0623
157,0.062,0.0685
158,0.0614,0.0395
159,0.0438,0.0478
160,0.0433,0.0223
161,0.0454,0.0308
162,0.0478,0.0356
163,0.0532,0.0323
164,0.0721,0.0438
165,0.0619,0.0204
166,0.043,0.0338
167,0.043,0.0393
168,0.0452,0.0333
169,0.0496,0.0352
170,0.0574,0.0301
171,0.0787,0.0699
172,0.0576,0.0471
173,0.041,0.0432
174,0.0411,0.0268
175,0.0447,0.0147
176,0.0491,0.0333
177,0.0558,0.0608
178,0.0376,0.0214
179,0.0262,0.0306
