,x,Q2,y,x,Q2,y,x,Q2,y
,mid,mid,mid,min,min,min,max,max,max
144,0.015,0.5853369639493092,0.507,0.0,0.0,0.441,0.03,1.3230693504653024,0.573
145,0.045,1.7560108918479278,0.507,0.03,1.0182785053319343,0.441,0.06,2.6461387009306048,0.573
146,0.08,3.121797141062983,0.507,0.06,2.0365570106638686,0.441,0.1,4.410231168217675,0.573
147,0.125,4.87780803291091,0.507,0.1,3.3942616844397815,0.441,0.15,6.615346752326512,0.573
148,0.175,6.828931246075275,0.507,0.15,5.091392526659672,0.441,0.2,8.82046233643535,0.573
149,0.225,8.780054459239638,0.507,0.2,6.788523368879563,0.441,0.25,11.025577920544187,0.573
150,0.275,10.731177672404002,0.507,0.25,8.485654211099455,0.441,0.3,13.230693504653024,0.573
151,0.35,13.65786249215055,0.507,0.3,10.182785053319344,0.441,0.4,17.6409246728707,0.573
152,0.45,17.560108918479276,0.507,0.4,13.577046737759126,0.441,0.5,22.051155841088374,0.573
153,0.55,21.462355344808003,0.507,0.5,16.97130842219891,0.441,0.6,26.461387009306048,0.573
154,0.6499999999999999,25.36460177113673,0.507,0.6,20.36557010663869,0.441,0.7,30.87161817752372,0.573
155,0.015,0.7608226020564,0.659,0.0,0.0,0.573,0.03,1.7202210577602972,0.745
156,0.045,2.2824678061692003,0.659,0.03,1.3230693504653024,0.573,0.06,3.4404421155205944,0.745
157,0.08,4.057720544300801,0.659,0.06,2.6461387009306048,0.573,0.1,5.7340701925343245,0.745
158,0.125,6.34018835047,0.659,0.1,4.410231168217675,0.573,0.15,8.601105288801486,0.745
159,0.175,8.876263690658,0.659,0.15,6.615346752326512,0.573,0.2,11.468140385068649,0.745
160,0.225,11.412339030845999,0.659,0.2,8.82046233643535,0.573,0.25,14.335175481335812,0.745
161,0.275,13.948414371034,0.659,0.25,11.025577920544187,0.573,0.3,17.202210577602973,0.745
162,0.35,17.752527381316,0.659,0.3,13.230693504653024,0.573,0.4,22.936280770137298,0.745
163,0.45,22.824678061691998,0.659,0.4,17.6409246728707,0.573,0.5,28.670350962671623,0.745
164,0.55,27.896828742068,0.659,0.5,22.051155841088374,0.573,0.6,34.404421155205945,0.745
165,0.6499999999999999,32.968979422443994,0.659,0.6,26.461387009306048,0.573,0.7,40.13849134774027,0.745
166,0.015,0.20458435510785133,0.1365,0.0,0.0,0.119,0.03,0.4616262371664337,0.154
167,0.045,0.613753065323554,0.1365,0.03,0.35671118326497153,0.119,0.06,0.9232524743328674,0.154
168,0.08,1.0911165605752073,0.1365,0.06,0.7134223665299431,0.119,0.1,1.5387541238881126,0.154
169,0.125,1.7048696258987612,0.1365,0.1,1.189037277549905,0.119,0.15,2.3081311858321687,0.154
170,0.175,2.386817476258266,0.1365,0.15,1.7835559163248575,0.119,0.2,3.0775082477762252,0.154
171,0.225,3.06876532661777,0.1365,0.2,2.37807455509981,0.119,0.25,3.846885309720281,0.154
172,0.275,3.7507131769772744,0.1365,0.25,2.9725931938747627,0.119,0.3,4.616262371664337,0.154
173,0.35,4.773634952516532,0.1365,0.3,3.567111832649715,0.119,0.4,6.1550164955524505,0.154
174,0.45,6.13753065323554,0.1365,0.4,4.75614911019962,0.119,0.5,7.693770619440562,0.154
175,0.55,7.501426353954549,0.1365,0.5,5.9451863877495255,0.119,0.6,9.232524743328675,0.154
176,0.6499999999999999,8.865322054673557,0.1365,0.6,7.13422366529943,0.119,0.7,10.771278867216788,0.154
177,0.015,0.266034600964422,0.1775,0.0,0.0,0.154,0.03,0.6025121666912544,0.201
178,0.045,0.7981038028932661,0.1775,0.03,0.4616262371664337,0.154,0.06,1.2050243333825088,0.201
179,0.08,1.4188512051435844,0.1775,0.06,0.9232524743328674,0.154,0.1,2.0083738889708482,0.201
180,0.125,2.2169550080368503,0.1775,0.1,1.5387541238881126,0.154,0.15,3.0125608334562726,0.201
181,0.175,3.1037370112515905,0.1775,0.15,2.3081311858321687,0.154,0.2,4.0167477779416965,0.201
182,0.225,3.9905190144663307,0.1775,0.2,3.0775082477762252,0.154,0.25,5.02093472242712,0.201
183,0.275,4.877301017681071,0.1775,0.25,3.846885309720281,0.154,0.3,6.025121666912545,0.201
184,0.35,6.207474022503181,0.1775,0.3,4.616262371664337,0.154,0.4,8.033495555883393,0.201
185,0.45,7.9810380289326615,0.1775,0.4,6.1550164955524505,0.154,0.5,10.04186944485424,0.201
186,0.55,9.754602035362142,0.1775,0.5,7.693770619440562,0.154,0.6,12.05024333382509,0.201
187,0.6499999999999999,11.52816604179162,0.1775,0.6,9.232524743328675,0.154,0.7,14.058617222795936,0.201
188,0.015,0.3462196778748253,0.231,0.0,0.0,0.201,0.03,0.7823665448080468,0.261
189,0.045,1.038659033624476,0.231,0.03,0.6025121666912544,0.201,0.06,1.5647330896160936,0.261
190,0.08,1.8465049486657352,0.231,0.06,1.2050243333825088,0.201,0.1,2.6078884826934896,0.261
191,0.125,2.885163982290211,0.231,0.1,2.0083738889708482,0.201,0.15,3.9118327240402344,0.261
192,0.175,4.039229575206296,0.231,0.15,3.0125608334562726,0.201,0.2,5.215776965386979,0.261
193,0.225,5.19329516812238,0.231,0.2,4.0167477779416965,0.201,0.25,6.519721206733723,0.261
194,0.275,6.347360761038464,0.231,0.25,5.02093472242712,0.201,0.3,7.823665448080469,0.261
195,0.35,8.078459150412591,0.231,0.3,6.025121666912545,0.201,0.4,10.431553930773958,0.261
196,0.45,10.38659033624476,0.231,0.4,8.033495555883393,0.201,0.5,13.039442413467446,0.261
197,0.55,12.694721522076929,0.231,0.5,10.04186944485424,0.201,0.6,15.647330896160938,0.261
198,0.6499999999999999,15.002852707909096,0.231,0.6,12.05024333382509,0.201,0.7,18.255219378854427,0.261
199,0.015,0.4496359452919809,0.30000000000000004,0.0,0.0,0.261,0.03,1.016177236359877,0.339
200,0.045,1.348907835875943,0.30000000000000004,0.03,0.7823665448080468,0.261,0.06,2.032354472719754,0.339
201,0.08,2.3980583748905655,0.30000000000000004,0.06,1.5647330896160936,0.261,0.1,3.387257454532923,0.339
202,0.125,3.7469662107665083,0.30000000000000004,0.1,2.6078884826934896,0.261,0.15,5.080886181799385,0.339
203,0.175,5.245752695073112,0.30000000000000004,0.15,3.9118327240402344,0.261,0.2,6.774514909065846,0.339
204,0.225,6.744539179379715,0.30000000000000004,0.2,5.215776965386979,0.261,0.25,8.468143636332307,0.339
205,0.275,8.243325663686317,0.30000000000000004,0.25,6.519721206733723,0.261,0.3,10.16177236359877,0.339
206,0.35,10.491505390146225,0.30000000000000004,0.3,7.823665448080469,0.261,0.4,13.549029818131691,0.339
207,0.45,13.48907835875943,0.30000000000000004,0.4,10.431553930773958,0.261,0.5,16.936287272664615,0.339
208,0.55,16.486651327372634,0.30000000000000004,0.5,13.039442413467446,0.261,0.6,20.32354472719754,0.339
209,0.6499999999999999,19.48422429598584,0.30000000000000004,0.6,15.647330896160938,0.261,0.7,23.71080218173046,0.339
210,0.015,0.5845267288795751,0.39,0.0,0.0,0.339,0.03,1.3219296791584239,0.441
211,0.045,1.7535801866387257,0.39,0.03,1.016177236359877,0.339,0.06,2.6438593583168477,0.441
212,0.08,3.1174758873577346,0.39,0.06,2.032354472719754,0.339,0.1,4.406432263861413,0.441
213,0.125,4.87105607399646,0.39,0.1,3.387257454532923,0.339,0.15,6.609648395792119,0.441
214,0.175,6.819478503595044,0.39,0.15,5.080886181799385,0.339,0.2,8.812864527722827,0.441
215,0.225,8.767900933193628,0.39,0.2,6.774514909065846,0.339,0.25,11.016080659653532,0.441
216,0.275,10.716323362792213,0.39,0.25,8.468143636332307,0.339,0.3,13.219296791584238,0.441
217,0.35,13.638957007190088,0.39,0.3,10.16177236359877,0.339,0.4,17.625729055445653,0.441
218,0.45,17.535801866387256,0.39,0.4,13.549029818131691,0.339,0.5,22.032161319307065,0.441
219,0.55,21.432646725584426,0.39,0.5,16.936287272664615,0.339,0.6,26.438593583168476,0.441
220,0.6499999999999999,25.32949158478159,0.39,0.6,20.32354472719754,0.339,0.7,30.845025847029895,0.441
221,0.015,0.7598847475434477,0.507,0.0,0.0,0.441,0.03,1.7176093110153667,0.573
222,0.045,2.279654242630343,0.507,0.03,1.3219296791584239,0.441,0.06,3.4352186220307335,0.573
223,0.08,4.052718653565055,0.507,0.06,2.6438593583168477,0.441,0.1,5.725364370051223,0.573
224,0.125,6.332372896195397,0.507,0.1,4.406432263861413,0.441,0.15,8.588046555076835,0.573
225,0.175,8.865322054673557,0.507,0.15,6.609648395792119,0.441,0.2,11.450728740102447,0.573
226,0.225,11.398271213151716,0.507,0.2,8.812864527722827,0.441,0.25,14.313410925128059,0.573
227,0.275,13.931220371629875,0.507,0.25,11.016080659653532,0.441,0.3,17.17609311015367,0.573
228,0.35,17.730644109347114,0.507,0.3,13.219296791584238,0.441,0.4,22.901457480204893,0.573
229,0.45,22.796542426303432,0.507,0.4,17.625729055445653,0.441,0.5,28.626821850256118,0.573
230,0.55,27.86244074325975,0.507,0.5,22.032161319307065,0.441,0.6,34.35218622030734,0.573
231,0.6499999999999999,32.92833906021607,0.507,0.6,26.438593583168476,0.441,0.7,40.07755059035856,0.573
232,0.015,0.9877002931580514,0.659,0.0,0.0,0.573,0.03,2.2331918616168385,0.745
233,0.045,2.9631008794741547,0.659,0.03,1.7176093110153667,0.573,0.06,4.466383723233677,0.745
234,0.08,5.267734896842942,0.659,0.06,3.4352186220307335,0.573,0.1,7.443972872056128,0.745
235,0.125,8.230835776317095,0.659,0.1,5.725364370051223,0.573,0.15,11.165959308084192,0.745
236,0.175,11.523170086843933,0.659,0.15,8.588046555076835,0.573,0.2,14.887945744112256,0.745
237,0.225,14.815504397370772,0.659,0.2,11.450728740102447,0.573,0.25,18.609932180140323,0.745
238,0.275,18.10783870789761,0.659,0.25,14.313410925128059,0.573,0.3,22.331918616168384,0.745
239,0.35,23.046340173687867,0.659,0.3,17.17609311015367,0.573,0.4,29.775891488224513,0.745
240,0.45,29.631008794741543,0.659,0.4,22.901457480204893,0.573,0.5,37.219864360280646,0.745
241,0.55,36.21567741579522,0.659,0.5,28.626821850256118,0.573,0.6,44.66383723233677,0.745
242,0.6499999999999999,42.80034603684889,0.659,0.6,34.35218622030734,0.573,0.7,52.107810104392904,0.745
243,0.015,0.20474016954433863,0.105,0.0,0.0,0.091,0.03,0.46407771763383426,0.119
244,0.045,0.6142205086330159,0.105,0.03,0.3548829605435203,0.091,0.06,0.9281554352676685,0.119
245,0.08,1.0919475709031397,0.105,0.06,0.7097659210870406,0.091,0.1,1.5469257254461142,0.119
246,0.125,1.7061680795361553,0.105,0.1,1.1829432018117343,0.091,0.15,2.320388588169171,0.119
247,0.175,2.3886353113506176,0.105,0.15,1.7744148027176017,0.091,0.2,3.0938514508922283,0.119
248,0.225,3.07110254316508,0.105,0.2,2.3658864036234686,0.091,0.25,3.8673143136152857,0.119
249,0.275,3.753569774979542,0.105,0.25,2.957358004529336,0.091,0.3,4.640777176338342,0.119
250,0.35,4.777270622701235,0.105,0.3,3.5488296054352033,0.091,0.4,6.187702901784457,0.119
251,0.45,6.14220508633016,0.105,0.4,4.731772807246937,0.091,0.5,7.734628627230571,0.119
252,0.55,7.507139549959084,0.105,0.5,5.914716009058672,0.091,0.6,9.281554352676684,0.119
253,0.6499999999999999,8.872074013588007,0.105,0.6,7.097659210870407,0.091,0.7,10.8284800781228,0.119
254,0.015,0.26616222040764026,0.1365,0.0,0.0,0.119,0.03,0.6005711639967266,0.154
255,0.045,0.7984866612229208,0.1365,0.03,0.46407771763383426,0.119,0.06,1.2011423279934532,0.154
256,0.08,1.4195318421740817,0.1365,0.06,0.9281554352676685,0.119,0.1,2.001903879989089,0.154
257,0.125,2.2180185033970026,0.1365,0.1,1.5469257254461142,0.119,0.15,3.0028558199836337,0.154
258,0.175,3.105225904755803,0.1365,0.15,2.320388588169171,0.119,0.2,4.003807759978178,0.154
259,0.225,3.992433306114604,0.1365,0.2,3.0938514508922283,0.119,0.25,5.004759699972722,0.154
260,0.275,4.8796407074734045,0.1365,0.25,3.8673143136152857,0.119,0.3,6.005711639967267,0.154
261,0.35,6.210451809511606,0.1365,0.3,4.640777176338342,0.119,0.4,8.007615519956357,0.154
262,0.45,7.984866612229208,0.1365,0.4,6.187702901784457,0.119,0.5,10.009519399945445,0.154
263,0.55,9.759281414946809,0.1365,0.5,7.734628627230571,0.119,0.6,12.011423279934535,0.154
264,0.6499999999999999,11.53369621766441,0.1365,0.6,9.281554352676684,0.119,0.7,14.013327159923623,0.154
265,0.015,0.3461083818487629,0.1775,0.0,0.0,0.154,0.03,0.783862363398325,0.201
266,0.045,1.038325145546289,0.1775,0.03,0.6005711639967266,0.154,0.06,1.56772472679665,0.201
