,type,tables,projectile,target,m_nucleon
0,DXDYNUB,[None],-14,1,0.9382720130000001
1,DXDYNUU,[None],14,1,0.9382720130000001
2,F2,[None],0,1,0.9382720130000001
3,F3,[None],0,1,0.9382720130000001
