index,data
200,1.08
201,1.191
202,1.092
203,0.98
204,0.775
205,0.65
206,0.538
207,0.314
208,0.163
209,0.067
210,0.871
211,1.123
212,1.14
213,1.045
214,0.828
215,0.679
216,0.567
217,0.393
218,0.231
219,0.114
220,0.048
221,0.823
222,1.059
223,0.919
224,0.822
225,0.681
226,0.531
227,0.422
228,0.269
229,0.15
230,0.083
231,0.035
232,0.733
233,0.869
234,0.82
235,0.607
236,0.486
237,0.332
238,0.252
239,0.155
240,0.079
241,0.042
242,0.018
243,0.801
244,1.098
245,1.459
246,1.458
247,1.435
248,1.145
249,1.092
250,0.869
251,0.554
252,0.293
253,0.165
254,0.833
255,1.243
256,1.456
257,1.362
258,1.331
259,1.092
260,0.929
261,0.825
262,0.497
263,0.318
264,0.153
265,0.979
266,1.246
267,1.444
268,1.339
269,1.243
270,1.089
271,0.922
272,0.719
273,0.445
274,0.237
275,0.117
276,1.019
277,1.391
278,1.442
279,1.295
280,1.144
281,0.976
282,0.877
283,0.632
284,0.358
285,0.195
286,0.1
287,0.981
288,1.349
289,1.283
290,1.22
291,1.001
292,0.795
293,0.728
294,0.512
295,0.308
296,0.163
297,0.065
298,0.945
299,1.251
300,1.205
301,1.041
302,0.828
303,0.673
304,0.531
305,0.409
306,0.233
307,0.111
308,0.051
309,0.919
310,1.144
311,1.052
312,0.828
313,0.648
314,0.502
315,0.351
316,0.265
317,0.15
318,0.074
319,0.039
320,0.876
321,0.901
322,0.794
323,0.626
324,0.472
325,0.358
326,0.259
327,0.149
328,0.078
329,0.04
330,0.014
331,0.728
332,0.77
333,0.596
334,0.467
335,0.302
336,0.224
337,0.133
338,0.072
339,0.027
340,0.016
341,0.006
342,0.976
343,1.249
344,1.506
345,1.383
346,1.347
347,1.205
348,1.038
349,0.86
350,0.661
351,0.399
352,0.204
353,0.931
354,1.449
355,1.461
356,1.529
357,1.455
358,1.194
359,0.977
360,0.807
361,0.554
362,0.324
363,0.168
364,1.041
365,1.403
366,1.575
367,1.486
368,1.339
369,1.039
370,0.936
371,0.744
372,0.428
373,0.251
374,0.145
375,0.949
376,1.526
377,1.546
378,1.456
379,1.22
380,1.09
381,0.925
382,0.753
383,0.387
384,0.23
385,0.118
386,1.13
387,1.347
388,1.483
389,1.368
390,1.151
391,0.949
392,0.862
393,0.584
394,0.385
395,0.176
396,0.088
397,1.033
398,1.302
399,1.44
400,1.277
401,1.076
402,0.854
403,0.641
404,0.531
405,0.274
406,0.153
407,0.072
408,0.976
409,1.231
410,1.202
411,1.053
412,0.8
413,0.69
414,0.501
415,0.389
416,0.213
417,0.107
418,0.058
419,0.936
420,1.092
421,1.095
422,0.823
423,0.665
424,0.51
425,0.4
426,0.274
427,0.152
428,0.07
429,0.028
430,0.922
431,1.026
432,0.867
433,0.653
434,0.483
435,0.322
436,0.273
437,0.155
438,0.07
439,0.031
440,0.012
441,0.889
442,0.79
443,0.652
444,0.432
445,0.319
446,0.223
447,0.117
448,0.064
449,0.024
450,0.015
451,0.005
452,0.962
453,1.441
454,1.592
455,1.362
456,1.528
457,1.426
458,0.941
459,0.912
460,0.573
461,0.424
462,0.203
463,1.038
464,1.195
465,1.621
466,1.423
467,1.27
468,1.448
469,1.15
470,0.836
471,0.568
472,0.352
473,0.147
474,0.941
475,1.537
476,1.559
477,1.54
478,1.428
479,1.499
480,1.026
481,0.773
482,0.516
483,0.309
484,0.109
485,1.101
486,1.296
487,1.552
488,1.552
489,1.325
490,1.16
491,1.094
492,0.686
493,0.538
494,0.228
495,0.09
496,1.24
497,1.663
498,1.557
499,1.403
500,1.224
501,1.04
502,0.869
503,0.676
504,0.406
505,0.237
506,0.101
507,1.156
508,1.457
509,1.431
510,1.45
511,1.129
512,0.889
513,0.796
514,0.622
515,0.305
516,0.196
517,0.082
518,1.107
519,1.47
520,1.189
521,1.321
522,1.045
523,0.841
524,0.665
525,0.492
526,0.318
527,0.151
528,0.068
529,1.085
530,1.331
531,1.127
532,0.953
533,0.831
534,0.674
535,0.54
536,0.373
537,0.229
538,0.102
539,0.052
540,1.15
541,1.222
542,1.127
543,0.872
544,0.643
545,0.53
546,0.382
547,0.258
548,0.143
549,0.065
550,0.026
551,1.09
552,0.954
553,0.83
554,0.643
555,0.444
556,0.328
557,0.235
558,0.144
559,0.085
560,0.044
561,0.012
562,0.916
563,0.833
564,0.699
565,0.446
566,0.275
567,0.183
568,0.128
569,0.058
570,0.028
571,0.013
572,0.003
573,0.954
574,0.994
575,2.169
576,1.527
577,1.179
578,1.209
579,1.094
580,1.067
581,0.533
582,0.4
583,-
584,0.897
585,1.428
586,1.62
587,1.578
588,1.599
589,1.256
590,1.093
591,0.963
592,0.738
593,0.353
594,-
595,1.187
596,1.362
597,1.92
598,1.524
599,1.428
600,1.358
601,1.147
602,0.775
603,0.612
604,0.275
605,-
606,1.082
607,1.586
608,1.858
609,1.846
610,1.08
611,1.374
612,0.996
613,0.676
614,0.386
615,0.309
616,-
617,0.869
618,1.262
619,1.511
620,1.655
621,1.301
622,1.313
623,1.071
624,0.705
625,0.4
626,0.283
627,-
628,1.067
629,1.118
630,1.693
631,1.278
632,1.317
633,1.188
634,0.957
635,0.644
636,0.368
637,0.177
638,0.115
639,1.499
640,1.587
641,1.366
642,1.351
643,1.054
644,0.93
645,0.793
646,0.509
647,0.321
648,0.182
649,0.056
650,1.306
651,1.246
652,1.324
653,1.121
654,0.988
655,0.754
656,0.767
657,0.496
658,0.257
659,0.143
660,0.043
661,1.277
662,1.54
663,1.318
664,1.04
665,0.82
666,0.704
667,0.547
668,0.399
669,0.249
670,0.106
671,0.051
672,1.138
673,1.226
674,1.043
675,0.809
676,0.726
677,0.494
678,0.477
679,0.231
680,0.13
681,0.05
682,0.024
683,1.165
684,1.089
685,0.786
686,0.612
687,0.415
688,0.29
689,0.243
690,0.166
691,0.049
692,0.034
693,0.007
694,1.038
695,0.922
696,0.711
697,0.43
698,0.312
699,0.189
700,0.123
701,0.065
702,0.019
703,0.01
704,0.006
