,data
0,4.2353733626350625
1,4.757789409798252
2,5.07766316863011
3,5.308212966178663
4,5.488527873309229
5,5.636727439401155
6,5.76261988627468
7,5.872172504217356
8,5.9692004637153735
9,6.056332786728633
10,6.135474655273202
11,6.20800025098671
12,6.274926053571144
13,6.337101342631316
14,6.395189708266246
15,6.449712889617692
16,6.501095685218807
17,6.54968987914745
18,6.595716143565547
19,6.639516905382507
20,3.3028306149986864
21,3.6350020766346187
22,3.834560077165093
23,3.976495225324114
24,4.086222187886644
25,4.175436580930839
26,4.250451085410132
27,4.315110621877376
28,4.371890608994582
29,4.422493300150306
30,4.468134165307523
31,4.509697868896877
32,4.547855813942878
33,4.583129585186846
34,4.6159375387991615
35,4.646609222710727
36,4.675412675658431
37,4.702569648199762
38,4.728262951827688
39,4.752646694209098
40,2.5789762122107964
41,2.777189121108878
42,2.8936147713290543
43,2.9752535018878548
44,3.0377163128459594
45,3.088084266197907
46,3.130152259136544
47,3.1661873013868167
48,3.1976468419273787
49,3.225522726584508
50,3.2505192900881745
51,3.27315420055716
52,3.293819144666246
53,3.3128168355854273
54,3.3303853904406715
55,3.3467165656120827
56,3.3619674508208544
57,3.3762683369804534
58,3.3897282636828723
59,3.402438977963225
60,2.043219438205442
61,2.1512223670283612
62,2.21269490377589
63,2.2549431587143602
64,2.286795756349283
65,2.312178652987145
66,2.333177671818893
67,2.3510137406770184
68,2.366475743601223
69,2.3800906274134044
70,2.392227254954014
71,2.4031602540596193
72,2.4130957404419413
73,2.4221913000218365
74,2.4305673439694804
75,2.438323087471895
76,2.4455393803644783
77,2.4522825772820935
78,2.4586077678461877
79,2.4645611625856234
80,1.6777540134346747
81,1.7258979616357872
82,1.7517557118746432
83,1.7688557597908747
84,1.7813791979421945
85,1.7911227902676143
86,1.7990268132869454
87,1.8056217631355098
88,1.8112536750698294
89,1.816145917141397
90,1.8204505946119165
91,1.824283856179603
92,1.827731713753415
93,1.8308584821002567
94,1.8337103259707848
95,1.8363273108487268
96,1.8387421228168614
97,1.840981332190382
98,1.8430668006567121
99,1.8450167078274133
100,1.4151575905187457
101,1.4229916223804189
102,1.4255065830467606
103,1.4264124192778593
104,1.426650481490751
105,1.426558085788096
106,1.426296314807772
107,1.4259342462495133
108,1.425520706138579
109,1.4250786877755226
110,1.4246190217236703
111,1.4241533603898748
112,1.4236890400081181
113,1.4232299142307736
114,1.4227753394218343
115,1.422327220420541
116,1.4218871554418921
117,1.4214561536655577
118,1.4210348164710818
119,1.4206234599829382
120,1.1579008462498894
121,1.1373252343803346
122,1.1242332116106517
123,1.1146543962222426
124,1.1071182289308081
125,1.1009138601470423
126,1.0956495933482568
127,1.0910796957196138
128,1.0870471474101344
129,1.0834408715950798
130,1.0801797121848022
131,1.077205247348623
132,1.0744726681328827
133,1.07194658219689
134,1.0695977210435896
135,1.0674034118891083
136,1.0653451786276056
137,1.0634076508982782
138,1.061577906387882
139,1.0598449782740034
140,0.8521404639151303
141,0.8178408873601082
142,0.797728283000547
143,0.7836659522584783
144,0.7729351337687324
145,0.7643030518085496
146,0.7571076248765866
147,0.7509558494077018
148,0.7455933483329592
149,0.7408482663399448
150,0.736599216485821
151,0.7327561398135428
152,0.7292510937041861
153,0.7260317716593703
154,0.7230575850916949
155,0.720295424311089
156,0.717718279172706
157,0.715303906709642
158,0.7130337810794223
159,0.7108923159986611
160,0.5315410000896201
161,0.49788842918290405
162,0.47886740738585
163,0.4658587913475245
164,0.45608490477546454
165,0.4483174341816296
166,0.44190381802378337
167,0.4364658472297052
168,0.4317574428829986
169,0.42761574298474236
170,0.4239275383786487
171,0.4206076669053414
172,0.41759238045635366
173,0.41483319896817045
174,0.4122936929796126
175,0.40994336210328597
176,0.40775731481528654
177,0.40571515587836354
178,0.403799979080615
179,0.4019976229568046
180,0.263469886515631
181,0.23940964829246741
182,0.22637346235706765
183,0.2176718096197594
184,0.21124168162263923
185,0.20619616015265618
186,0.20207087193507772
187,0.1986027239773532
188,0.19562043331865347
189,0.19301273434180585
190,0.19070344226421376
191,0.18863470245039338
192,0.18676353771627816
193,0.18505762691834435
194,0.18349335664009106
195,0.18205053413047484
196,0.18071268673275812
197,0.1794663834486389
198,0.17830054117336525
199,0.17720591622745616
200,0.09207534439668376
201,0.07985284768055374
202,0.07369063010297787
203,0.06973449382317169
204,0.0668849093733911
205,0.06469067493951802
206,0.06292210509362878
207,0.06145291908892981
208,0.06020160214173596
209,0.059116379388307876
210,0.05816246426421278
211,0.05731333723735212
212,0.05654950477214721
213,0.05585649955004772
214,0.05522405767809764
215,0.054643245329840745
216,0.05410679204662976
217,0.05360880759971923
218,0.053144460195410595
219,0.0527097421951933
