index,data
393,1.058
394,0.61
395,0.342
396,0.17
397,1.255
398,1.81
399,1.987
400,1.899
401,1.647
402,1.574
403,1.341
404,0.992
405,0.566
406,0.335
407,0.161
408,1.264
409,1.727
410,2.009
411,1.916
412,1.718
413,1.531
414,1.35
415,0.997
416,0.586
417,0.304
418,0.142
419,1.309
420,1.732
421,1.916
422,1.866
423,1.777
424,1.497
425,1.331
426,0.954
427,0.56
428,0.289
429,0.125
430,1.503
431,1.904
432,2.007
433,1.863
434,1.703
435,1.494
436,1.242
437,0.949
438,0.533
439,0.279
440,0.136
441,1.354
442,1.609
443,1.883
444,1.775
445,1.66
446,1.422
447,1.147
448,0.943
449,0.506
450,0.27
451,0.096
452,1.137
453,2.042
454,1.367
455,1.817
456,1.789
457,1.436
458,1.311
459,0.957
460,0.718
461,0.442
462,0.25
463,1.166
464,1.639
465,1.987
466,2.355
467,1.736
468,1.575
469,1.149
470,1.113
471,0.702
472,0.388
473,0.229
474,1.11
475,1.471
476,2.055
477,1.838
478,1.926
479,1.54
480,1.345
481,1.162
482,0.662
483,0.384
484,0.244
485,1.126
486,1.707
487,1.958
488,1.807
489,1.787
490,1.637
491,1.298
492,1.073
493,0.702
494,0.36
495,0.203
496,1.324
497,1.713
498,2.005
499,1.827
500,1.819
501,1.538
502,1.317
503,1.025
504,0.645
505,0.352
506,0.204
507,1.496
508,1.8
509,1.855
510,1.806
511,1.545
512,1.484
513,1.249
514,0.96
515,0.59
516,0.314
517,0.171
518,1.318
519,1.839
520,1.924
521,1.965
522,1.673
523,1.497
524,1.347
525,1.02
526,0.592
527,0.312
528,0.151
529,1.421
530,1.782
531,1.997
532,1.919
533,1.684
534,1.49
535,1.324
536,0.961
537,0.566
538,0.298
539,0.149
540,1.459
541,1.967
542,1.917
543,1.917
544,1.65
545,1.496
546,1.252
547,0.954
548,0.578
549,0.277
550,0.12
551,1.54
552,1.917
553,1.946
554,1.916
555,1.679
556,1.541
557,1.249
558,0.924
559,0.544
560,0.292
561,0.128
562,1.394
563,1.73
564,1.867
565,1.828
566,1.647
567,1.479
568,1.226
569,0.854
570,0.54
571,0.264
572,0.106
573,1.156
574,1.651
575,1.828
576,1.142
577,1.762
578,1.442
579,1.337
580,1.103
581,0.753
582,0.508
583,0.288
584,1.552
585,1.527
586,2.047
587,1.728
588,1.788
589,1.552
590,1.584
591,1.07
592,0.594
593,0.488
594,0.211
595,0.86
596,1.667
597,2.61
598,1.77
599,1.958
600,2.018
601,1.2
602,1.025
603,0.823
604,0.393
605,0.239
606,1.271
607,1.772
608,1.82
609,1.943
610,1.986
611,1.507
612,1.176
613,1.007
614,0.645
615,0.329
616,0.16
617,1.332
618,1.697
619,1.875
620,1.792
621,2.016
622,1.638
623,1.32
624,0.928
625,0.685
626,0.352
627,0.204
628,1.32
629,1.851
630,1.928
631,1.807
632,1.76
633,1.575
634,1.262
635,1.016
636,0.677
637,0.308
638,0.169
639,1.543
640,2.017
641,2.017
642,1.907
643,1.861
644,1.557
645,1.293
646,0.98
647,0.66
648,0.311
649,0.155
650,1.599
651,2.039
652,2.101
653,1.928
654,1.772
655,1.476
656,1.265
657,0.98
658,0.596
659,0.312
660,0.141
661,1.629
662,2.07
663,1.963
664,1.884
665,1.733
666,1.609
667,1.236
668,0.956
669,0.552
670,0.29
671,0.136
672,1.739
673,2.038
674,2.087
675,1.812
676,1.628
677,1.457
678,1.301
679,0.909
680,0.562
681,0.26
682,0.118
683,1.725
684,2.087
685,1.925
686,1.748
687,1.651
688,1.435
689,1.23
690,0.903
691,0.553
692,0.254
693,0.106
694,1.613
695,1.781
696,1.938
697,1.761
698,1.575
699,1.415
700,1.261
701,0.889
702,0.503
703,0.253
704,0.129
705,1.095
706,1.693
707,1.741
708,2.011
709,2.048
710,2.09
711,1.17
712,1.293
713,0.624
714,0.199
715,-
716,0.848
717,2.383
718,2.111
719,2.016
720,1.814
721,1.126
722,1.899
723,1.156
724,0.793
725,0.49
726,-
727,1.15
728,1.941
729,1.851
730,1.974
731,1.58
732,1.981
733,1.32
734,1.012
735,0.995
736,0.566
737,-
738,1.659
739,2.083
740,2.06
741,1.847
742,1.828
743,2.097
744,1.4
745,1.04
746,0.664
747,0.345
748,-
749,1.591
750,2.016
751,1.639
752,1.749
753,1.556
754,1.799
755,1.299
756,1.202
757,0.902
758,0.433
759,-
760,1.553
761,1.946
762,2.18
763,2.199
764,2.035
765,1.69
766,1.624
767,1.352
768,0.768
769,0.394
770,0.197
771,1.779
772,2.258
773,2.071
774,2.02
775,1.857
776,1.786
777,1.368
778,1.136
779,0.626
780,0.374
781,0.217
782,1.497
783,2.247
784,2.202
785,2.215
786,1.838
787,1.828
788,1.319
789,1.129
790,0.552
791,0.29
792,0.164
793,1.444
794,2.262
795,2.201
796,1.901
797,1.86
798,1.476
799,1.439
800,1.008
801,0.551
802,0.265
803,0.137
804,1.522
805,2.368
806,2.067
807,1.97
808,1.843
809,1.611
810,1.364
811,0.888
812,0.503
813,0.265
814,0.137
815,1.652
816,2.098
817,2.132
818,1.882
819,1.707
820,1.458
821,1.249
822,0.902
823,0.465
824,0.233
825,0.117
826,1.599
827,1.947
828,2.029
829,1.852
830,1.673
831,1.383
832,1.226
833,0.813
834,0.498
835,0.23
836,0.093
837,1.722
838,1.733
839,2.131
840,1.811
841,1.479
842,1.369
843,1.156
844,0.877
845,0.474
846,0.225
847,0.1
