index,data
1,1.758
2,1.7614
3,1.5259
4,1.5833
5,1.5191
6,1.641
7,1.5516
8,1.4167
9,1.4914
10,1.2423
11,1.412
12,1.1829
13,1.0156
14,1.0206
15,-
16,0.6162
17,0.6328
18,-
19,0.4453
20,0.1275
21,-
22,-
23,-
24,-
25,-
26,-
27,-
28,1.5253
29,1.5533
30,1.3733
31,1.2824
32,1.7215
33,1.6588
34,1.758
35,1.6861
36,1.6254
37,1.8092
38,1.765
39,1.6762
40,1.7611
41,1.4257
42,1.7008
43,1.6846
44,1.6448
45,1.6262
46,1.4304
47,1.5057
48,1.5441
49,1.5821
50,1.4897
51,1.4825
52,1.3943
53,1.3687
54,1.3288
55,1.2853
56,1.065
57,1.0323
58,1.0363
59,0.9824
60,0.6837
61,0.6181
62,0.6161
63,-
64,0.3848
65,0.3911
66,0.3882
67,0.2255
68,0.1834
69,-
70,0.0725
71,0.0655
72,-
73,-
74,-
75,-
76,-
77,1.0107
78,0.8664
79,1.6055
80,1.5661
81,1.612
82,1.6846
83,1.4394
84,-
85,1.9008
86,1.8248
87,1.7874
88,1.7788
89,1.6732
90,-
91,1.7738
92,1.7943
93,1.8012
94,1.7883
95,1.6167
96,1.7302
97,1.7613
98,1.7233
99,1.6712
100,1.7151
101,1.6253
102,1.5643
103,1.5467
104,1.3872
105,1.4292
106,1.4048
107,1.2737
108,1.4294
109,1.3238
110,1.2109
111,1.054
112,1.0444
113,0.955
114,1.0625
115,-
116,0.6584
117,0.6569
118,0.6053
119,0.5528
120,-
121,0.3783
122,0.3549
123,0.3332
124,0.187
125,0.1642
126,0.144
127,0.0866
128,0.0619
129,-
130,-
131,-
132,-
133,-
134,1.2301
135,1.1361
136,0.9628
137,-
138,1.6424
139,1.6831
140,1.7028
141,1.6412
142,1.6436
143,1.3396
144,1.7082
145,1.9175
146,1.9
147,1.9107
148,1.8128
149,1.7704
150,1.592
151,1.849
152,1.8555
153,1.872
154,1.7597
155,1.8547
156,1.713
157,1.5642
158,1.6645
159,1.7405
160,1.6352
161,1.6473
162,1.6488
163,1.6894
164,1.6171
165,1.5838
166,1.5825
167,1.4942
168,1.4875
169,1.529
170,1.5828
171,1.4756
172,1.3153
173,1.3693
174,1.2777
175,1.3065
176,1.2773
177,1.2203
178,1.0484
179,1.0508
180,0.9817
181,0.9699
182,1.0457
183,0.9288
184,0.659
185,0.6967
186,0.631
187,0.5647
188,0.5322
189,-
190,0.3764
191,0.3794
192,0.3233
193,0.3394
194,0.2258
195,0.196
196,0.1496
197,0.1708
198,0.083
199,0.064
200,0.0697
201,0.0536
202,-
203,-
204,-
205,-
206,1.2658
207,1.1575
208,1.0627
209,-
210,1.74
211,1.6676
212,1.7449
213,1.7477
214,1.7167
215,1.6576
216,1.6778
217,1.9557
218,1.8866
219,1.819
220,1.8781
221,1.8575
222,1.6468
223,1.9012
224,1.8276
225,1.927
226,1.8697
227,1.7562
228,1.8466
229,1.7038
230,1.7256
231,1.6629
232,1.6753
233,1.7313
234,1.6614
235,1.5691
236,1.6688
237,1.6335
238,1.6409
239,1.5459
240,1.5132
241,1.4971
242,1.4701
243,1.5691
244,1.4117
245,1.4055
246,1.3306
247,1.309
248,1.3023
249,1.3147
250,0.9855
251,1.0186
252,0.9917
253,1.0057
254,0.9614
255,0.9156
256,0.6567
257,0.6494
258,0.6319
259,0.5928
260,0.5257
261,-
262,0.412
263,0.3604
264,0.2933
265,0.3471
266,0.269
267,0.1832
268,0.1767
269,0.1648
270,0.1493
271,-
272,0.0905
273,0.0682
274,0.0452
275,0.0337
276,-
277,-
278,-
279,-
280,1.4078
281,1.3456
282,1.2174
283,1.1246
284,1.6552
285,1.8061
286,1.7197
287,1.8529
288,1.6971
289,1.7473
290,1.7566
291,1.8913
292,1.9902
293,2.0005
294,1.8859
295,1.911
296,1.9065
297,1.6574
298,1.8727
299,1.8674
300,1.8733
301,1.893
302,1.8097
303,1.8571
304,1.7943
305,1.8171
306,1.8133
307,1.6715
308,1.6232
309,1.7226
310,1.7041
311,1.7228
312,1.5693
313,1.567
314,1.4749
315,1.5294
316,1.4808
317,1.6541
318,1.5245
319,1.4017
320,1.3019
321,1.4062
322,1.2624
323,1.2736
324,1.2484
325,1.3107
326,1.0884
327,1.0506
328,0.9846
329,0.951
330,0.9654
331,0.9174
332,-
333,0.6442
334,0.6369
335,0.625
336,0.609
337,0.5869
338,-
339,-
340,0.364
341,0.3697
342,0.3644
343,0.2922
344,0.2918
345,0.201
346,0.1897
347,0.1457
348,0.1287
349,0.1207
350,0.0855
351,0.0561
352,0.0482
353,0.0508
354,-
355,-
356,-
357,-
358,1.4578
359,1.3358
360,1.2933
361,1.2003
362,1.1453
363,1.614
364,1.916
365,1.9022
366,1.9167
367,1.7385
368,1.8287
369,1.745
370,1.5922
371,1.8936
372,2.0319
373,1.9527
374,1.8776
375,1.8747
376,1.7815
377,1.9856
378,1.8249
379,1.8217
380,1.8383
381,1.8556
382,1.8677
383,1.7883
384,1.8584
385,1.7022
386,1.83
387,1.7623
388,1.7373
389,1.7055
390,1.7292
391,1.6896
392,1.6338
393,1.6323
394,-
395,1.5842
396,1.4781
397,1.4609
398,1.4781
399,1.5124
400,1.4475
401,1.4519
402,-
403,1.4048
404,1.3427
405,1.2728
406,1.3573
407,1.339
408,1.322
409,1.2052
410,1.0713
411,1.0369
412,0.9604
413,0.8983
414,0.8951
415,0.9417
416,-
417,0.6733
418,0.6316
419,0.5956
420,0.5768
421,0.5641
422,0.5565
423,-
424,0.3749
425,0.3085
426,0.3254
427,0.2873
428,0.2765
429,0.1811
430,0.1656
431,0.1311
432,0.1471
433,0.1091
434,0.0728
435,0.0593
436,0.0467
437,0.0457
438,0.0447
439,-
440,-
441,1.535
442,1.4836
443,1.5307
444,1.4608
445,1.3544
446,1.0284
447,1.6734
448,1.7722
449,1.8442
450,2.0305
451,1.9117
