name,stat,syst
treatment,ADD,ADD
type,UNCORR,CORR
1,0.03,0.081
2,0.033,0.105
3,0.033,0.127
4,0.029,0.116
5,0.028,0.087
6,0.026,0.084
7,0.026,0.055
8,0.016,0.043
9,0.013,0.028
10,0.01,0.021
11,0.007,0.014
12,0.026,0.069
13,0.029,0.084
14,0.028,0.098
15,0.024,0.086
16,0.024,0.061
17,0.021,0.06
18,0.02,0.04
19,0.012,0.031
20,0.009,0.02
21,0.008,0.014
22,0.005,0.009
23,0.021,0.06
24,0.024,0.068
25,0.023,0.076
26,0.019,0.063
27,0.018,0.04
28,0.016,0.042
29,0.014,0.028
30,0.009,0.022
31,0.007,0.013
32,0.005,0.008
33,0.003,0.005
34,0.016,0.054
35,0.019,0.059
36,0.017,0.063
37,0.014,0.049
38,0.012,0.028
39,0.01,0.032
40,0.009,0.021
41,0.005,0.017
42,0.004,0.009
43,0.003,0.005
44,0.001,0.003
45,0.032,0.092
46,0.039,0.151
47,0.039,0.158
48,0.035,0.147
49,0.033,0.117
50,0.033,0.109
51,0.031,0.074
52,0.018,0.056
53,0.015,0.035
54,0.011,0.028
55,0.008,0.02
56,0.028,0.079
57,0.035,0.118
58,0.036,0.127
59,0.031,0.115
60,0.03,0.088
61,0.026,0.084
62,0.026,0.056
63,0.015,0.043
64,0.012,0.027
65,0.009,0.02
66,0.006,0.014
67,0.026,0.068
68,0.031,0.087
69,0.03,0.099
70,0.026,0.086
71,0.024,0.061
72,0.022,0.061
73,0.02,0.04
74,0.012,0.031
75,0.009,0.019
76,0.007,0.014
77,0.004,0.009
78,0.024,0.059
79,0.028,0.064
80,0.024,0.077
81,0.021,0.062
82,0.019,0.04
83,0.018,0.042
84,0.015,0.028
85,0.009,0.022
86,0.007,0.013
87,0.005,0.008
88,0.003,0.005
89,0.022,0.053
90,0.023,0.05
91,0.018,0.064
92,0.016,0.049
93,0.014,0.028
94,0.012,0.032
95,0.01,0.021
96,0.006,0.017
97,0.004,0.009
98,0.003,0.005
99,0.002,0.003
100,0.04,0.107
101,0.049,0.135
102,0.049,0.146
103,0.045,0.148
104,0.045,0.108
105,0.044,0.095
106,0.041,0.062
107,0.025,0.052
108,0.02,0.035
109,0.017,0.038
110,0.013,0.022
111,0.038,0.094
112,0.043,0.117
113,0.045,0.123
114,0.039,0.121
115,0.038,0.088
116,0.036,0.079
117,0.034,0.051
118,0.022,0.041
119,0.017,0.028
120,0.013,0.03
121,0.009,0.017
122,0.035,0.081
123,0.041,0.099
124,0.038,0.1
125,0.034,0.094
126,0.032,0.068
127,0.03,0.062
128,0.028,0.039
129,0.018,0.032
130,0.013,0.02
131,0.01,0.021
132,0.007,0.012
133,0.032,0.068
134,0.038,0.082
135,0.033,0.079
136,0.029,0.068
137,0.027,0.048
138,0.024,0.046
139,0.022,0.029
140,0.014,0.021
141,0.01,0.014
142,0.007,0.014
143,0.005,0.007
144,0.031,0.058
145,0.034,0.069
146,0.028,0.062
147,0.023,0.049
148,0.021,0.034
149,0.02,0.034
150,0.017,0.021
151,0.01,0.013
152,0.007,0.009
153,0.005,0.007
154,0.004,0.004
155,0.026,0.053
156,0.029,0.061
157,0.022,0.052
158,0.019,0.037
159,0.016,0.025
160,0.014,0.027
161,0.012,0.016
162,0.007,0.009
163,0.005,0.006
164,0.004,0.004
165,0.002,0.002
166,0.059,0.114
167,0.072,0.147
168,0.066,0.163
169,0.059,0.168
170,0.06,0.124
171,0.06,0.109
172,0.054,0.071
173,0.037,0.061
174,0.029,0.04
175,0.023,0.046
176,0.014,0.026
177,0.055,0.103
178,0.063,0.133
179,0.059,0.143
180,0.054,0.145
181,0.052,0.106
182,0.047,0.095
183,0.045,0.061
184,0.029,0.052
185,0.025,0.034
186,0.017,0.039
187,0.011,0.022
188,0.048,0.092
189,0.054,0.116
190,0.053,0.121
191,0.044,0.119
192,0.042,0.087
193,0.04,0.078
194,0.039,0.05
195,0.024,0.041
196,0.019,0.027
197,0.014,0.03
198,0.008,0.017
199,0.043,0.08
200,0.047,0.099
201,0.045,0.099
202,0.038,0.092
203,0.036,0.067
204,0.033,0.062
205,0.029,0.039
206,0.019,0.031
207,0.014,0.02
208,0.01,0.022
