name,stat,syst
treatment,ADD,ADD
type,UNCORR,CORR
1,0.052,0.092
2,0.078,0.156
3,0.076,0.154
4,0.069,0.161
5,0.061,0.119
6,0.07,0.125
7,0.061,0.087
8,0.041,0.065
9,0.034,0.057
10,0.025,0.038
11,0.018,0.027
12,0.047,0.084
13,0.059,0.141
14,0.065,0.129
15,0.06,0.139
16,0.063,0.101
17,0.056,0.108
18,0.052,0.07
19,0.037,0.057
20,0.027,0.052
21,0.023,0.034
22,0.015,0.021
23,0.046,0.078
24,0.059,0.13
25,0.056,0.11
26,0.054,0.122
27,0.051,0.088
28,0.05,0.095
29,0.051,0.057
30,0.03,0.051
31,0.025,0.048
32,0.018,0.031
33,0.013,0.016
34,0.039,0.075
35,0.05,0.123
36,0.049,0.1
37,0.045,0.113
38,0.046,0.08
39,0.043,0.087
40,0.042,0.049
41,0.028,0.047
42,0.021,0.046
43,0.016,0.029
44,0.01,0.014
45,0.062,0.102
46,0.069,0.17
47,0.077,0.18
48,0.074,0.184
49,0.077,0.137
50,0.073,0.143
51,0.063,0.109
52,0.043,0.072
53,0.036,0.063
54,0.027,0.042
55,0.018,0.034
56,0.061,0.093
57,0.075,0.154
58,0.071,0.154
59,0.067,0.161
60,0.067,0.119
61,0.064,0.125
62,0.056,0.089
63,0.039,0.064
64,0.031,0.057
65,0.022,0.038
66,0.015,0.027
67,0.051,0.085
68,0.067,0.139
69,0.062,0.13
70,0.063,0.139
71,0.063,0.102
72,0.058,0.108
73,0.054,0.07
74,0.036,0.057
75,0.027,0.052
76,0.019,0.034
77,0.013,0.021
78,0.052,0.078
79,0.062,0.128
80,0.057,0.111
81,0.056,0.122
82,0.055,0.089
83,0.051,0.095
84,0.048,0.056
85,0.033,0.051
86,0.024,0.049
87,0.019,0.03
88,0.011,0.017
89,0.048,0.075
90,0.054,0.121
91,0.05,0.1
92,0.045,0.112
93,0.047,0.082
94,0.046,0.087
95,0.044,0.047
96,0.026,0.048
97,0.021,0.046
98,0.016,0.029
99,0.009,0.014
100,0.07,0.121
101,0.103,0.151
102,0.094,0.178
103,0.087,0.171
104,0.085,0.132
105,0.081,0.11
106,0.08,0.095
107,0.053,0.073
108,0.04,0.053
109,0.032,0.051
110,0.022,0.033
111,0.067,0.11
112,0.075,0.139
113,0.081,0.157
114,0.079,0.153
115,0.074,0.121
116,0.079,0.098
117,0.072,0.084
118,0.042,0.063
119,0.033,0.047
120,0.032,0.045
121,0.018,0.034
122,0.062,0.098
123,0.074,0.126
124,0.079,0.134
125,0.07,0.134
126,0.072,0.11
127,0.065,0.087
128,0.065,0.073
129,0.038,0.052
130,0.03,0.042
131,0.021,0.039
132,0.014,0.027
133,0.067,0.088
134,0.073,0.114
135,0.07,0.113
136,0.062,0.117
137,0.06,0.1
138,0.06,0.076
139,0.056,0.063
140,0.036,0.042
141,0.027,0.037
142,0.019,0.034
143,0.013,0.021
144,0.063,0.079
145,0.072,0.105
146,0.066,0.097
147,0.059,0.104
148,0.056,0.092
149,0.059,0.068
150,0.052,0.055
151,0.031,0.034
152,0.027,0.033
153,0.016,0.029
154,0.01,0.017
155,0.052,0.074
156,0.055,0.099
157,0.054,0.088
158,0.047,0.096
159,0.047,0.087
160,0.044,0.063
161,0.043,0.051
162,0.025,0.029
163,0.02,0.031
164,0.013,0.027
165,0.008,0.014
166,0.091,0.128
167,0.118,0.158
168,0.132,0.199
169,0.114,0.191
170,0.107,0.143
171,0.103,0.119
172,0.091,0.101
173,0.06,0.083
174,0.053,0.058
175,0.038,0.056
176,0.026,0.036
177,0.089,0.119
178,0.114,0.149
179,0.098,0.179
180,0.089,0.175
181,0.106,0.133
182,0.085,0.109
183,0.087,0.092
184,0.057,0.074
185,0.045,0.053
186,0.03,0.051
187,0.02,0.033
188,0.076,0.11
189,0.097,0.14
190,0.083,0.157
191,0.085,0.156
192,0.079,0.122
193,0.081,0.098
194,0.078,0.082
195,0.048,0.063
196,0.037,0.047
197,0.025,0.045
198,0.016,0.034
199,0.067,0.1
200,0.085,0.13
201,0.081,0.135
202,0.075,0.137
203,0.074,0.111
204,0.076,0.087
205,0.062,0.072
206,0.042,0.053
207,0.031,0.042
208,0.024,0.039
