name,stat,syst
209,0.015,0.027
210,0.066,0.091
211,0.077,0.121
212,0.078,0.114
213,0.068,0.119
214,0.067,0.101
215,0.064,0.077
216,0.055,0.063
217,0.036,0.043
218,0.029,0.036
219,0.02,0.034
220,0.012,0.021
221,0.054,0.085
222,0.063,0.114
223,0.059,0.098
224,0.05,0.106
225,0.054,0.093
226,0.051,0.069
227,0.045,0.056
228,0.028,0.035
229,0.022,0.032
230,0.016,0.03
231,0.009,0.017
232,0.045,0.081
233,0.048,0.11
234,0.048,0.089
235,0.042,0.098
236,0.04,0.088
237,0.038,0.065
238,0.036,0.052
239,0.021,0.031
240,0.016,0.03
241,0.012,0.027
242,0.006,0.014
243,0.111,0.086
244,0.142,0.209
245,0.131,0.132
246,0.122,0.133
247,0.118,0.149
248,0.124,0.11
249,0.116,0.093
250,0.073,0.072
251,0.056,0.064
252,0.038,0.059
253,0.0,0.0
254,0.117,0.086
255,0.139,0.192
256,0.121,0.129
257,0.111,0.126
258,0.105,0.138
259,0.104,0.102
260,0.09,0.085
261,0.062,0.066
262,0.053,0.06
263,0.036,0.054
264,0.0,0.0
265,0.097,0.086
266,0.119,0.173
267,0.111,0.125
268,0.098,0.119
269,0.098,0.124
270,0.091,0.091
271,0.086,0.076
272,0.053,0.059
273,0.043,0.055
274,0.03,0.048
275,0.0,0.0
276,0.079,0.086
277,0.11,0.152
278,0.096,0.121
279,0.091,0.11
280,0.086,0.11
281,0.086,0.08
282,0.08,0.066
283,0.048,0.051
284,0.038,0.05
285,0.026,0.042
286,0.016,0.028
287,0.081,0.086
288,0.1,0.131
289,0.09,0.116
290,0.078,0.102
291,0.078,0.095
292,0.069,0.069
293,0.07,0.056
294,0.043,0.044
295,0.031,0.044
296,0.022,0.035
297,0.013,0.025
298,0.059,0.086
299,0.074,0.111
300,0.063,0.112
301,0.059,0.094
302,0.056,0.082
303,0.049,0.058
304,0.049,0.046
305,0.031,0.036
306,0.023,0.039
307,0.016,0.03
308,0.009,0.022
309,0.044,0.086
310,0.053,0.096
311,0.049,0.109
312,0.045,0.088
313,0.043,0.071
314,0.04,0.05
315,0.037,0.039
316,0.023,0.031
317,0.017,0.035
318,0.012,0.025
319,0.007,0.019
320,0.041,0.086
321,0.046,0.087
322,0.045,0.107
323,0.04,0.084
324,0.038,0.065
325,0.037,0.046
326,0.033,0.035
327,0.022,0.028
328,0.017,0.032
329,0.011,0.022
330,0.007,0.018
331,0.041,0.086
332,0.05,0.085
333,0.044,0.107
334,0.041,0.083
335,0.042,0.063
336,0.038,0.044
337,0.032,0.034
338,0.0,0.0
339,0.0,0.0
340,0.0,0.0
341,0.006,0.017
342,0.147,0.084
343,0.158,0.22
344,0.162,0.14
345,0.133,0.133
346,0.141,0.145
347,0.125,0.111
348,0.124,0.101
349,0.079,0.077
350,0.058,0.066
351,0.042,0.062
352,0.035,0.063
353,0.124,0.084
354,0.148,0.206
355,0.141,0.136
356,0.127,0.127
357,0.12,0.136
358,0.115,0.104
359,0.109,0.094
360,0.066,0.072
361,0.056,0.063
362,0.039,0.058
363,0.025,0.059
364,0.109,0.084
365,0.134,0.189
366,0.126,0.133
367,0.11,0.121
368,0.109,0.126
369,0.095,0.096
370,0.095,0.086
371,0.055,0.066
372,0.044,0.059
373,0.033,0.053
374,0.024,0.053
375,0.09,0.084
376,0.118,0.17
377,0.104,0.128
378,0.094,0.113
379,0.093,0.114
380,0.085,0.087
381,0.086,0.077
382,0.05,0.059
383,0.044,0.054
384,0.027,0.048
385,0.019,0.046
386,0.09,0.084
387,0.103,0.149
388,0.1,0.123
389,0.087,0.105
390,0.082,0.102
391,0.076,0.076
392,0.071,0.066
393,0.047,0.051
394,0.033,0.049
395,0.024,0.042
396,0.015,0.039
397,0.064,0.084
398,0.084,0.128
399,0.076,0.119
400,0.067,0.097
401,0.061,0.089
402,0.061,0.066
403,0.055,0.056
404,0.034,0.043
405,0.025,0.043
406,0.018,0.035
407,0.013,0.031
408,0.05,0.083
409,0.057,0.108
410,0.057,0.114
411,0.05,0.089
412,0.047,0.077
413,0.044,0.057
414,0.042,0.046
415,0.025,0.036
416,0.018,0.039
417,0.012,0.03
418,0.008,0.025
419,0.046,0.083
420,0.052,0.093
421,0.05,0.11
422,0.044,0.083
423,0.043,0.067
424,0.039,0.049
425,0.036,0.039
426,0.023,0.03
427,0.016,0.035
428,0.011,0.025
429,0.007,0.019
430,0.047,0.083
431,0.052,0.084
432,0.048,0.108
433,0.041,0.08
434,0.04,0.062
435,0.037,0.045
436,0.033,0.035
437,0.021,0.027
438,0.015,0.032
439,0.01,0.022
440,0.007,0.016
441,0.043,0.083
442,0.046,0.082
443,0.046,0.108
444,0.04,0.079
445,0.039,0.06
446,0.037,0.044
447,0.031,0.033
448,0.022,0.026
449,0.015,0.032
450,0.011,0.022
451,0.006,0.015
452,0.168,0.107
453,0.231,0.145
454,0.176,0.135
455,0.18,0.082
456,0.177,0.126
457,0.157,0.133
458,0.149,0.102
459,0.089,0.066
460,0.074,0.097
461,0.055,0.05
462,0.039,0.06
463,0.15,0.106
464,0.182,0.142
465,0.186,0.132
466,0.192,0.081
467,0.167,0.122
468,0.145,0.127
469,0.122,0.098
470,0.084,0.064
471,0.064,0.091
472,0.045,0.048
473,0.032,0.063
474,0.129,0.104
475,0.152,0.139
476,0.165,0.129
477,0.139,0.081
478,0.141,0.117
479,0.125,0.119
480,0.126,0.093
481,0.076,0.062
482,0.055,0.083
483,0.04,0.045
484,0.029,0.059
485,0.114,0.102
486,0.144,0.136
487,0.141,0.125
488,0.121,0.08
489,0.119,0.112
490,0.114,0.109
491,0.1,0.087
492,0.069,0.06
493,0.053,0.075
494,0.034,0.042
495,0.024,0.043
496,0.11,0.1
497,0.128,0.132
498,0.131,0.12
499,0.111,0.08
500,0.11,0.106
501,0.109,0.098
502,0.098,0.08
503,0.057,0.057
504,0.043,0.065
505,0.029,0.038
506,0.021,0.046
507,0.091,0.097
508,0.1,0.128
509,0.09,0.115
510,0.086,0.079
511,0.072,0.099
512,0.071,0.086
513,0.065,0.072
514,0.04,0.054
515,0.03,0.054
516,0.023,0.034
517,0.015,0.039
518,0.06,0.094
519,0.073,0.123
520,0.069,0.11
521,0.061,0.078
522,0.057,0.092
523,0.052,0.074
524,0.05,0.064
525,0.031,0.051
526,0.022,0.044
527,0.015,0.03
528,0.01,0.031
529,0.057,0.092
530,0.064,0.119
531,0.06,0.105
532,0.054,0.077
533,0.051,0.086
534,0.046,0.063
535,0.044,0.057
536,0.027,0.049
537,0.02,0.033
538,0.013,0.026
539,0.009,0.025
540,0.051,0.09
541,0.063,0.116
542,0.055,0.102
543,0.049,0.077
544,0.045,0.081
545,0.043,0.054
546,0.038,0.052
547,0.025,0.046
548,0.019,0.026
549,0.012,0.023
550,0.007,0.019
551,0.049,0.089
552,0.057,0.114
553,0.051,0.099
554,0.047,0.077
555,0.043,0.078
556,0.04,0.049
557,0.036,0.048
558,0.023,0.045
559,0.017,0.021
560,0.011,0.021
561,0.007,0.016
562,0.045,0.088
563,0.052,0.114
564,0.049,0.099
565,0.044,0.077
566,0.04,0.077
567,0.039,0.048
568,0.036,0.048
569,0.022,0.045
570,0.017,0.02
571,0.012,0.021
572,0.006,0.015
573,0.247,0.117
574,0.297,0.164
575,0.364,0.162
576,0.202,0.093
577,0.25,0.153
578,0.282,0.154
579,0.215,0.116
580,0.136,0.075
581,0.11,0.118
582,0.113,0.06
583,0.062,0.065
584,0.252,0.116
585,0.252,0.162
586,0.267,0.16
587,0.218,0.093
588,0.221,0.149
589,0.204,0.149
590,0.205,0.112
591,0.118,0.074
592,0.086,0.112
593,0.075,0.058
594,0.046,0.06
595,0.166,0.115
596,0.232,0.16
597,0.265,0.156
598,0.194,0.092
599,0.203,0.144
600,0.205,0.141
601,0.157,0.108
602,0.102,0.072
603,0.089,0.105
604,0.059,0.055
605,0.043,0.063
606,0.178,0.114
607,0.211,0.157
608,0.194,0.152
609,0.178,0.092
610,0.212,0.139
611,0.155,0.133
612,0.136,0.102
613,0.089,0.07
614,0.069,0.097
615,0.047,0.052
616,0.031,0.059
617,0.162,0.112
618,0.183,0.153
619,0.172,0.147
620,0.15,0.092
621,0.17,0.132
622,0.143,0.122
623,0.127,0.096
624,0.086,0.067
625,0.063,0.087
626,0.043,0.048
627,0.03,0.053
628,0.121,0.111
629,0.142,0.149
630,0.132,0.142
631,0.114,0.092
632,0.113,0.124
633,0.108,0.11
634,0.093,0.089
635,0.06,0.064
636,0.048,0.076
637,0.031,0.044
638,0.021,0.046
639,0.098,0.109
640,0.113,0.144
641,0.099,0.136
642,0.085,0.092
643,0.082,0.116
644,0.076,0.097
645,0.067,0.081
646,0.042,0.061
647,0.033,0.063
648,0.021,0.039
649,0.014,0.039
650,0.087,0.107
651,0.102,0.14
652,0.093,0.129
653,0.075,0.092
654,0.073,0.108
655,0.064,0.084
656,0.06,0.073
657,0.037,0.058
658,0.029,0.05
659,0.019,0.034
660,0.012,0.031
661,0.079,0.105
662,0.091,0.136
663,0.076,0.123
664,0.066,0.092
665,0.064,0.1
666,0.062,0.072
667,0.054,0.065
668,0.034,0.055
669,0.025,0.039
670,0.017,0.03
671,0.01,0.025
672,0.076,0.103
673,0.081,0.132
674,0.071,0.119
675,0.057,0.092
676,0.056,0.094
677,0.053,0.062
678,0.05,0.06
679,0.029,0.053
680,0.023,0.029
681,0.014,0.026
682,0.009,0.019
683,0.069,0.103
684,0.074,0.13
685,0.061,0.116
686,0.053,0.092
687,0.052,0.09
688,0.048,0.057
689,0.044,0.056
690,0.027,0.052
691,0.022,0.024
692,0.013,0.024
693,0.008,0.016
694,0.062,0.103
695,0.064,0.13
696,0.06,0.115
697,0.05,0.092
698,0.048,0.089
699,0.046,0.055
700,0.044,0.055
701,0.027,0.051
702,0.019,0.023
703,0.014,0.024
704,0.009,0.015
705,0.387,0.172
706,0.511,0.208
707,0.466,0.217
708,0.45,0.124
709,0.458,0.196
710,0.468,0.184
711,0.353,0.163
712,0.264,0.1
713,0.18,0.158
714,0.089,0.07
715,0.0,0.0
716,0.3,0.17
717,0.533,0.206
718,0.45,0.214
719,0.396,0.123
720,0.379,0.193
721,0.301,0.179
722,0.271,0.158
723,0.219,0.099
724,0.178,0.153
725,0.123,0.068
726,0.0,0.0
727,0.307,0.167
728,0.424,0.204
729,0.371,0.21
730,0.344,0.123
731,0.31,0.188
732,0.351,0.173
733,0.288,0.153
734,0.179,0.097
735,0.174,0.145
736,0.116,0.066
737,0.0,0.0
738,0.326,0.164
739,0.387,0.202
740,0.344,0.206
741,0.293,0.122
742,0.293,0.182
743,0.317,0.166
744,0.26,0.147
745,0.159,0.095
746,0.123,0.136
747,0.079,0.063
748,0.0,0.0
749,0.282,0.161
750,0.337,0.199
751,0.27,0.2
752,0.251,0.121
753,0.238,0.175
754,0.258,0.157
755,0.22,0.139
756,0.15,0.092
757,0.125,0.126
758,0.078,0.06
759,0.0,0.0
760,0.213,0.157
761,0.244,0.195
762,0.237,0.193
763,0.256,0.121
764,0.209,0.167
765,0.19,0.146
766,0.189,0.13
767,0.123,0.088
768,0.109,0.113
769,0.06,0.056
770,0.038,0.056
771,0.16,0.152
772,0.191,0.191
773,0.161,0.185
774,0.143,0.12
775,0.144,0.158
776,0.135,0.133
777,0.119,0.119
778,0.076,0.085
779,0.054,0.098
780,0.038,0.052
781,0.027,0.06
782,0.13,0.146
783,0.17,0.186
784,0.147,0.177
785,0.138,0.118
786,0.121,0.148
787,0.131,0.12
788,0.102,0.107
789,0.067,0.08
790,0.044,0.082
791,0.03,0.048
792,0.021,0.051
793,0.114,0.141
794,0.152,0.182
795,0.131,0.168
796,0.112,0.117
797,0.108,0.138
798,0.099,0.106
799,0.099,0.096
800,0.058,0.076
801,0.038,0.066
802,0.025,0.043
803,0.017,0.041
804,0.106,0.136
805,0.149,0.177
806,0.117,0.16
807,0.101,0.116
808,0.095,0.128
809,0.089,0.093
810,0.084,0.085
811,0.046,0.072
812,0.034,0.05
813,0.022,0.039
814,0.015,0.032
815,0.1,0.132
816,0.121,0.174
817,0.105,0.153
818,0.09,0.116
819,0.083,0.121
820,0.075,0.083
821,0.069,0.076
822,0.041,0.069
823,0.028,0.039
824,0.019,0.035
825,0.012,0.025
826,0.089,0.13
827,0.103,0.172
828,0.091,0.149
829,0.077,0.115
830,0.074,0.116
831,0.068,0.077
832,0.062,0.071
833,0.036,0.067
834,0.028,0.032
835,0.02,0.033
836,0.012,0.021
837,0.096,0.129
838,0.088,0.172
839,0.093,0.148
840,0.072,0.115
841,0.066,0.115
842,0.065,0.076
843,0.06,0.07
844,0.038,0.067
845,0.027,0.03
846,0.019,0.033
847,0.012,0.02
